society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
hero homes,Sector 104 ,2.03,14937.0,3,2,2,12,North,New Property,1164.0,0,1,0,1,0,Semi-Furnished,0,28.4840428,76.9938211
conscient heritage max,Sector 102 ,2.68,13879.0,3,4,3,20,South-West,Moderately Old,1721.0,0,1,0,0,0,Semi-Furnished,22,28.47022151622157,76.97042988952428
hero homes,Sector 104 ,1.95,14349.0,3,3,3+,23,North-East,New Property,1359.0,0,0,1,0,0,Semi-Furnished,15,28.483669444444445,76.99443611111111
dlf the primus,Sector 82A ,4.25,16309.0,4,4,3+,11,North-East,Moderately Old,2086.0,1,1,0,1,1,Furnished,18,28.3868908,76.965703
bestech altura,Sector 79 ,2.42,12010.0,3,3,2,10,East,New Property,1796.0,0,0,0,0,1,Semi-Furnished,3,28.356294039060405,76.97350443554247
ild greens,Sector 37C ,1.58,6280.0,3,3,3,16,North-East,Relatively New,2516.0,1,0,0,0,0,Unknown,1,28.4522918,76.9838163
eldeco fairway reserve,Sector 80 ,3.6,16552.0,3,3,3,15,North,Under Construction,1743.0,1,0,0,0,0,Semi-Furnished,10,28.363095620425,76.96109194656
bestech park view city 2,Sector 49 ,3.28,17644.0,3,4,3,6,East,Old Property,1657.0,0,1,0,0,0,Semi-Furnished,5,28.40509651985562,77.04524382888849
central park resorts,Sector 48 ,7.45,27400.0,3,4,3+,6,West,Relatively New,2423.0,0,1,0,1,0,Semi-Furnished,25,28.4253208,77.0356262
conscient elevate,Sector 59 ,6.5,25048.0,3,4,3,26,East,New Property,2313.0,1,1,0,0,1,Semi-Furnished,6,28.4085951,77.1059621
ireo the corridors,Sector 67A ,2.2,14825.0,2,2,2,9,West,Relatively New,1156.0,1,0,1,0,0,Semi-Furnished,0,28.3873576,77.0691227
emaar mgf emerald floors premier,Sector 65 ,2.71,16424.0,3,3,3,2,North,Relatively New,1471.0,1,0,1,0,0,Semi-Furnished,0,28.3985552,77.06950469972222
smartworld one dxp,Sector 113  ,3.22,15980.0,3,3,3,9,North,Relatively New,1796.0,1,0,1,0,0,Unknown,0,28.5324813,77.01872919972222
ireo skyon,Sector 60 ,4.01,19609.0,3,4,3,10,North-West,Moderately Old,1831.0,0,1,0,0,0,Semi-Furnished,22,28.399645667263574,77.0969080093515
bestech park view city 2,Sector 49 ,4.3,9465.0,4,6,1,G,East,Old Property,4061.0,1,1,0,1,0,Semi-Furnished,5,28.4028926,77.0459809
pioneer urban presidia,Sector 62 ,6.1,25000.0,3,4,3,21,East,Moderately Old,2805.0,0,1,0,1,1,Semi-Furnished,0,28.4113849,77.089066
la vida by tata housing,Sector 113  ,2.15,16165.0,2,2,2,12,North-East,Relatively New,1000.0,0,0,0,0,1,Semi-Furnished,21,28.534322899722223,77.02010269972222
emperium premio,Sector 37C ,1.57,20631.0,2,2,2,G,North-East,Under Construction,875.0,0,0,0,0,1,Unknown,0,28.45161,76.9854
greenopolis,Sector 89 ,1.64,8380.0,3,3,3,4,East,Relatively New,1908.0,0,1,0,0,0,Semi-Furnished,25,28.415694444444444,76.94683888888889
la lagune,Sector 54 ,8.5,26899.0,4,6,2,12,East,Moderately Old,2900.0,0,1,0,0,0,Semi-Furnished,23,28.437820416666668,77.10574338888888
krisumi waterfall residences,Sector 36A ,5.05,19898.0,3,3,2,22,North-East,Relatively New,1600.0,0,1,0,0,0,Furnished,25,28.4172674,76.9741858
hero homes,Sector 104 ,2.1,15119.0,3,2,2,11,North,Relatively New,1188.0,1,1,0,1,1,Semi-Furnished,12,28.4830055,76.99248502777778
ireo skyon,Sector 60 ,2.85,18701.0,2,3,3,5,North-East,Moderately Old,1208.0,0,1,0,0,0,Semi-Furnished,14,28.3992261,77.0976295
ireo uptown,Sector 66 ,3.32,17735.0,3,3,3,18,North-West,Relatively New,1657.0,0,1,0,0,0,Semi-Furnished,15,28.39635833333333,77.05870833333333
dlf the ultima,Sector 81 ,3.66,17495.0,3,4,3+,18,East,Relatively New,2020.0,1,1,0,1,0,Semi-Furnished,7,28.38950277777778,76.95399722222223
mapsko royale ville,Sector 82 ,1.88,10503.0,3,4,2,4,East,Moderately Old,1789.0,0,1,0,1,0,Semi-Furnished,8,28.3953918,76.9620342
m3m merlin,Sector 67 ,4.76,19833.0,3,2,3,14,North-East,Relatively New,2420.0,0,1,0,1,0,Semi-Furnished,1,28.389125,77.05898333333333
bestech altura,Sector 79 ,3.64,13607.0,4,5,2,8,East,Relatively New,2384.0,1,1,0,0,0,Semi-Furnished,0,28.3568514905407,76.97312839329396
dlf regal gardens,Sector 90 ,2.7,12135.0,4,4,3+,9,East,Relatively New,2128.0,1,0,0,0,0,Semi-Furnished,21,28.40705177010417,76.93423221492387
dlf the skycourt,Sector 86 ,2.35,12182.0,3,3,3,11,North-East,Relatively New,1750.0,0,0,0,1,0,Semi-Furnished,24,28.3983418,76.937141
spaze privvy the address,Sector 93 ,2.65,9718.0,4,3,3,1,East,Moderately Old,2307.0,1,1,0,0,0,Semi-Furnished,21,28.4138759,76.9354637
emaar mgf the palm drive,Sector 66 ,4.15,21282.0,3,3,2,4,North-East,Relatively New,1920.0,0,1,0,0,0,Semi-Furnished,0,28.4021039,77.051419
orris carnation residency,Sector 85 ,1.3,8814.0,3,3,2,6,East,Moderately Old,1350.0,0,0,0,0,1,Semi-Furnished,24,28.4040298,76.9501266
m3m woodshire,Sector 107 ,1.22,12842.0,2,2,3,8,East,Relatively New,1092.0,0,0,0,0,1,Unknown,24,28.5147425,76.9718748
emaar mgf the palm drive,Sector 66 ,4.15,21819.0,3,3,3,3,East,Relatively New,2186.0,1,1,1,1,0,Semi-Furnished,12,28.40185555555556,77.05167916666666
bestech park view city 2,Sector 49 ,4.0,16786.0,4,4,3+,10,North,Old Property,2124.0,0,1,0,0,0,Semi-Furnished,0,28.404749318290687,77.045589166982
microtek greenburg,Sector 86 ,2.15,14527.0,3,2,3+,3,East,Relatively New,1319.0,0,1,0,0,0,Furnished,6,28.39332,76.945729
godrej air,Sector 85 ,2.5,13669.0,3,3,3,6,East,New Property,2102.0,0,1,0,0,0,Semi-Furnished,11,28.402388888888886,76.95692222222222
ireo uptown,Sector 66 ,2.55,17502.0,2,2,2,18,North-East,Old Property,1195.0,0,0,0,1,0,Semi-Furnished,17,28.3909757,77.0665021
puri emerald bay,Sector 104 ,2.12,13677.0,2,2,2,8,East,Relatively New,1381.0,0,0,0,1,0,Semi-Furnished,0,28.482311222222226,76.99171447222223
m3m antalya hills,Sector 79 ,2.0,13333.0,3,3,3+,3,North,New Property,1500.0,1,0,0,0,0,Unknown,3,28.35731,76.97266
unitech fresco,Nirvana Country,1.98,14453.0,2,2,2,14,East,Moderately Old,1370.0,0,0,0,0,1,Semi-Furnished,20,28.4152,77.05976111111111
signature the roselia,Sector 95A ,0.62,10896.0,2,2,2,6,North,Relatively New,654.0,0,0,0,0,1,Unknown,18,28.4233293,76.9170902
orris aster court premier,Sector 85 ,2.6,10156.0,4,5,3+,11,North,Relatively New,2017.0,0,1,0,0,0,Unknown,4,28.4055685,76.9528289
godrej meridien,Sector 106 ,3.3,16484.0,3,4,3,5,East,New Property,1674.0,0,1,0,0,0,Semi-Furnished,15,28.5066166,76.9910887
spaze privy at4,Sector 84 ,2.2,9670.0,3,4,3+,12,East,Relatively New,2028.0,1,1,0,0,0,Semi-Furnished,0,28.40773455251368,76.96126630844105
bestech park view city 2,Sector 49 ,4.4,18464.0,4,5,3+,4,North-East,Old Property,2259.0,0,1,0,0,0,Semi-Furnished,0,28.40175924500569,77.04545243375637
mangal murti apartments,Sector 1A IMT Manesar,1.57,7476.0,3,4,3+,3,North-East,Old Property,1872.0,0,1,0,0,0,Unknown,0,28.368157,76.95140997222222
smartworld one dxp,Sector 113  ,2.89,16002.0,3,3,3,17,North,Relatively New,1610.0,1,0,0,0,0,Unknown,0,28.5324813,77.01872919972222
mapsko casa bella,Sector 82 ,1.75,10355.0,3,3,3+,15,North-East,Moderately Old,1506.0,1,0,0,0,0,Semi-Furnished,3,28.393360043499744,76.96208568543261
smart world gems,Sector 89 ,1.38,11129.0,2,2,2,3,East,New Property,1134.0,1,0,1,0,0,Unknown,0,28.423565,76.9466904
sare homes,Sector 92 ,1.6,10485.0,3,3,3+,9,East,Relatively New,1754.0,1,0,1,0,0,Furnished,43,28.413458,76.912963
smart world gems,Sector 89 ,1.75,11714.0,3,3,2,3,East,New Property,1332.0,0,0,0,1,0,Unknown,0,28.42192075,76.94544219444445
ild greens,Sector 37C ,1.45,7885.0,3,3,3+,6,North-East,Relatively New,1839.0,0,0,0,1,0,Unknown,0,28.4501355,76.9837996
conscient elevate,Sector 59 ,8.9,26215.0,4,5,3,5,South-West,New Property,3026.0,0,1,0,0,0,Semi-Furnished,0,28.4079035,77.1060411
godrej air,Sector 85 ,2.6,23679.0,3,3,3,15,North-East,New Property,1098.0,0,1,0,0,0,Unknown,13,28.40973069361638,76.95049595865011
hero homes,Sector 104 ,2.55,18359.0,3,3,3,34,East,Relatively New,1100.0,0,0,0,1,0,Unknown,10,28.4823402,76.992128
emaar mgf the palm drive,Sector 66 ,5.9,22476.0,4,4,2,15,East,Old Property,2340.0,0,1,0,0,0,Semi-Furnished,5,28.40228049972222,77.05181899972222
ireo skyon,Sector 60 ,6.8,24286.0,4,5,3,7,North-East,Moderately Old,2496.0,0,1,1,0,0,Furnished,0,28.39968201826196,77.09651383437117
godrej nature plus,Sector-33 Sohna,1.8,11342.0,2,2,2,6,North-East,New Property,1414.0,0,1,1,0,0,Unknown,6,28.27889467835893,77.06968988756668
spaze privy at4,Sector 84 ,3.1,9709.0,3,5,3+,5,North-East,Relatively New,2846.0,1,1,0,1,0,Furnished,3,28.40610400202944,76.96456852421808
godrej meridien,Sector 106 ,4.1,15074.0,4,5,3+,20,East,New Property,2424.0,0,1,0,0,0,Semi-Furnished,0,28.5069973,76.988604
spaze privvy the address,Sector 93 ,1.9,9026.0,3,4,3,15,East,Moderately Old,1876.0,1,1,0,0,0,Unknown,0,28.4131862,76.9370728
gpl eden heights,Sector 70 ,2.65,12326.0,3,4,3,9,North,Moderately Old,1987.0,1,1,0,0,0,Semi-Furnished,21,28.392810879728085,77.02148270087214
capital residences 360,Sector 70A ,2.85,14423.0,3,3,3+,8,North-East,Relatively New,1761.0,0,1,0,0,0,Semi-Furnished,16,28.3833591,77.0179807
bestech altura,Sector 79 ,2.51,12457.0,3,3,3,9,North-East,Relatively New,1800.0,0,1,0,0,0,Semi-Furnished,0,28.3564515,76.97330720000001
cghs doordarshan apartments,Sector 45 ,2.85,13571.0,3,3,3,5,North-East,Moderately Old,2028.0,1,1,0,0,0,Semi-Furnished,0,28.446508,77.066461
paras dews,Sector 106 ,2.35,9979.0,4,3,3+,12,East,Moderately Old,1535.0,0,1,0,0,0,Semi-Furnished,3,28.498036111111112,76.99980833333333
bptp spacio,Sector 37D ,1.35,12512.0,2,2,2,6,East,Relatively New,962.0,0,1,0,0,0,Unknown,0,28.45410555555556,76.97397777777778
conscient heritage one,Sector 62 ,4.85,19193.0,4,4,3,14,East,Moderately Old,2427.0,0,1,0,0,0,Semi-Furnished,0,28.3991884,77.0975958
ireo uptown,Sector 66 ,3.35,17914.0,3,4,3,12,South,Moderately Old,1863.0,0,1,0,0,1,Furnished,0,28.39843261386111,77.06001285463888
dlf new town heights 1,Sector 90 ,2.18,11295.0,3,3,3+,17,South-East,New Property,1720.0,0,1,0,1,0,Unknown,3,28.4082152,76.93142699972223
dlf new town heights 2,Sector 86 ,2.55,10823.0,4,4,3+,2,South,Relatively New,2100.0,0,1,0,1,0,Unknown,0,28.4026192,76.9379732
dlf new town heights,Sector 91 ,3.6,13201.0,4,4,3+,12,West,Relatively New,2430.0,0,1,0,1,0,Unknown,0,28.40232729972222,76.91687459972222
ramprastha the edge towers,Sector 37D ,1.06,7681.0,2,2,3,12,North-East,New Property,1370.0,0,0,0,0,1,Unknown,0,28.4471267,76.9689867
vatika sovereign park,Sector 99 ,3.78,13597.0,3,3,3,1,East,New Property,2478.0,0,1,0,0,0,Semi-Furnished,3,28.463603,76.966149
smart world orchard,Sector 61 ,2.5,15625.0,3,3,2,3,West,New Property,1839.0,1,0,0,0,0,Semi-Furnished,20,28.409009916666665,77.10106658333332
dlf new town heights 1,Sector 90 ,2.1,10881.0,3,3,3,16,East,Moderately Old,1720.0,0,1,0,1,0,Semi-Furnished,24,28.4080288,76.931244
eldeco accolade,Sohna,1.75,9994.0,3,3,3+,7,East,Relatively New,1391.0,0,1,0,1,0,Semi-Furnished,0,28.26013183333333,77.06414030555555
m3m ikonic,Sector 68 ,2.8,14359.0,3,3,3+,21,North-East,Relatively New,1750.0,0,0,0,1,0,Semi-Furnished,12,28.37481388888889,77.04371944444445
awho shanti vihar,Sector 95 ,2.22,10326.0,4,3,3+,10,East,Relatively New,1714.0,0,0,0,1,0,Semi-Furnished,24,28.414414399722222,76.92488389972223
bestech park view grand spa,Sector 81 ,3.58,13459.0,3,4,3+,16,East,Relatively New,2360.0,1,1,0,0,0,Semi-Furnished,13,28.391994444444443,76.94944444444445
bptp park serene,Sector 37D ,2.99,12204.0,4,4,3+,11,East,Moderately Old,2499.0,0,1,0,0,0,Semi-Furnished,5,28.454641842527323,76.97576978824787
hero homes,Sector 104 ,2.38,14091.0,3,3,3,31,North-East,New Property,1464.0,0,0,0,1,0,Semi-Furnished,15,28.4836593,76.9930349
bestech park view sanskruti,Sector 92 ,2.16,11250.0,3,3,3+,3,East,Relatively New,1711.0,0,0,0,1,0,Semi-Furnished,1,28.4098456,76.9262604
dlf the ultima,Sector 81 ,4.73,16743.0,4,5,3,6,East,Relatively New,2142.0,0,1,0,0,0,Furnished,0,28.3887918,76.9512903
m3m heights,Sector 65 ,2.48,19667.0,2,2,3,18,East,Relatively New,1201.0,0,0,0,1,0,Semi-Furnished,10,28.4055071,77.0666622
tata gurgaon gateway,Sector 112 ,3.68,12712.0,3,4,3,16,North-East,Relatively New,2580.0,0,1,0,0,0,Semi-Furnished,24,28.5332404,77.0169951
dlf new town heights 2,Sector 86 ,2.1,10881.0,3,3,3,15,West,Old Property,1751.0,0,1,0,1,0,Semi-Furnished,8,28.3990986804894,76.93715359098903
satya the hermitage,Sector 103 ,1.69,8488.0,3,4,3+,4,North-East,Relatively New,1692.0,0,1,0,0,0,Semi-Furnished,21,28.4950708,76.9891255
dlf park place,Sector 54 ,9.5,34914.0,4,4,3+,26,North-East,Moderately Old,2425.0,0,1,0,0,0,Semi-Furnished,0,28.443733236829065,77.10826912442054
m3m heights,Sector 65 ,3.7,18463.0,3,3,3+,16,East,New Property,2000.0,0,1,0,0,0,Semi-Furnished,19,28.40475133558699,77.06513441635188
paras irene,Sector 70A ,3.0,13953.0,3,4,3+,10,North-East,Relatively New,1916.0,0,1,0,0,0,Semi-Furnished,0,28.38596568949717,77.0175166260111
dlf gardencity enclave,Sector 93 ,1.9,11515.0,3,4,3,3,North-East,New Property,1471.0,0,1,0,0,0,Semi-Furnished,21,28.41872222222222,76.92954722222223
altura at dxp 92,Sector 92 ,2.3,10088.0,4,4,2,12,North,New Property,2032.0,0,1,0,0,0,Semi-Furnished,1,28.411583333333333,76.9116138888889
smartworld one dxp,Sector 113  ,2.12,15474.0,2,2,2,9,West,Relatively New,1221.0,1,0,0,0,0,Unknown,0,28.5324813,77.01872919972222
sare homes,Sector 92 ,1.3,9804.0,3,2,2,7,East,New Property,1127.0,1,0,0,0,0,Unknown,16,28.411724799722226,76.91325679972223
vatika gurgaon 21,Sector 83 ,1.43,11486.0,2,2,2,16,East,Moderately Old,1110.0,1,0,0,0,0,Semi-Furnished,0,28.4002651,76.9695591
vatika the seven lamps,Sector 82 ,2.24,10370.0,3,3,3,3,East,Moderately Old,1773.0,1,1,1,0,0,Semi-Furnished,0,28.3938309,76.9575627
m3m skycity,Sector 65 ,3.75,19410.0,3,3,3,14,East,Relatively New,1820.0,0,1,0,0,0,Semi-Furnished,24,28.4046106,77.0651894
m3m skycity,Sector 65 ,3.45,18873.0,3,3,3,25,North,Relatively New,1820.0,0,0,0,0,1,Semi-Furnished,24,28.4038232,77.0675928
ss linden floors,Sector 84 ,3.25,11607.0,4,4,3+,4,North,New Property,3218.0,0,0,0,0,1,Unknown,5,28.4093404,76.956789
elan the presidential,Sector 106 ,5.55,18049.0,4,4,3+,11,North-East,Under Construction,2741.0,1,1,0,1,1,Semi-Furnished,2,28.50215177996,77.00404844675
smart world orchard,Sector 61 ,2.7,15771.0,3,3,2,2,North-East,Relatively New,1968.0,1,0,0,0,0,Semi-Furnished,18,28.4050436,77.09626929999999
tata primanti,Sector 72 ,6.18,19015.0,4,4,3+,G,North-West,New Property,3000.0,0,1,0,0,0,Semi-Furnished,24,28.4073594,77.0352604
umang winter hills,Sector 77 ,1.88,10318.0,3,3,3,8,North,Relatively New,1645.0,0,0,1,0,0,Semi-Furnished,10,28.38069689685416,76.97941827780026
bptp mansions park prime,Sector 66 ,3.95,12976.0,4,4,3+,3,North-East,Relatively New,3499.0,1,1,1,1,0,Furnished,25,28.39476388888889,77.06033055555555
parsvnath green ville,Tikri,2.55,13111.0,3,3,3,2,North-East,Moderately Old,1895.0,0,1,1,0,0,Semi-Furnished,0,28.4079193,77.0420408
awho sispal vihar,Sector 49 ,2.6,14664.0,3,3,3+,5,North-East,Moderately Old,1580.0,0,0,0,1,0,Semi-Furnished,0,28.41616319972222,77.0425024
krisumi waterfall residences,Sector 36A ,2.9,19608.0,2,2,3,17,North-East,New Property,1234.0,0,0,0,1,0,Semi-Furnished,0,28.4174618,76.9734238
godrej meridien,Sector 106 ,3.33,16633.0,3,4,3+,6,North,New Property,1784.0,0,1,0,0,0,Semi-Furnished,6,28.506811111111112,76.98927222222223
ireo the corridors,Sector 67A ,3.11,16793.0,3,4,2,10,East,New Property,1443.0,0,1,1,0,0,Semi-Furnished,22,28.38245555555556,77.06695277777777
vatika city,Sector 49 ,5.1,17006.0,4,5,3+,11,South,Old Property,2336.11,0,1,0,0,0,Semi-Furnished,3,28.4060129,77.0483839
ild greens,Sector 37C ,2.35,6808.0,4,4,3+,19,East,Relatively New,3452.0,1,0,0,0,0,Unknown,0,28.4496774,76.9848535
unitech harmony,Pocket H Nirvana Country,2.8,15599.0,2,2,2,11,East,Moderately Old,1790.0,1,0,0,0,0,Furnished,25,28.4104661,77.0583284
ss the leaf,Sector 85 ,2.65,11005.0,3,4,3,5,North,New Property,2194.0,0,1,0,0,0,Semi-Furnished,0,28.407762929595314,76.95434864182677
dlf regal gardens,Sector 90 ,2.04,11697.0,3,3,2,9,East,Relatively New,1615.0,0,0,1,0,1,Semi-Furnished,22,28.4073053,76.9351744
umang winter hills,Sector 77 ,1.36,10134.0,2,2,2,14,North-West,Moderately Old,1133.0,0,0,0,0,1,Semi-Furnished,14,28.3815149,76.979356
ats triumph,Sector 104 ,4.2,13333.0,4,4,3+,15,West,Relatively New,2595.0,0,1,0,0,0,Semi-Furnished,6,28.477248535402,76.986079172918
godrej air,Sector 85 ,1.98,14143.0,2,2,1,23,North-East,New Property,1248.0,0,1,0,0,0,Unknown,0,28.4088896,76.9538473
umang winter hills,Sector 77 ,1.92,10538.0,3,3,3,4,North-East,Moderately Old,1588.0,0,0,0,1,0,Semi-Furnished,0,28.380830555555555,76.98004444444445
bptp spacio,Sector 37D ,1.35,12512.0,2,2,3,10,North-East,Relatively New,962.0,0,0,0,1,0,Semi-Furnished,7,28.45380833333333,76.97350277777778
la vida by tata housing,Sector 113  ,3.18,16562.0,3,3,3,10,East,Moderately Old,2207.0,0,1,0,0,0,Unknown,0,28.534468200000003,77.0202962
experion the heartsong,Sector 108 ,3.1,11783.0,4,5,3+,3,East,Moderately Old,2088.21,0,1,0,0,0,Semi-Furnished,13,28.511841666666665,76.98451944444444
dhoot time residency,Sector 63 ,4.22,18420.0,4,4,3,10,East,Relatively New,1770.0,0,1,0,0,0,Furnished,25,28.400813888888887,77.09009444444445
dlf gardencity enclave,Sector 93 ,1.84,11152.0,3,3,3,1,East,New Property,1350.0,0,1,0,0,0,Semi-Furnished,0,28.4185887,76.9299932
tarc maceo,Sector 91 ,2.35,10129.0,3,4,3+,4,South-West,Relatively New,2068.0,1,1,0,0,0,Unknown,0,28.40577222222222,76.92618888888889
viridian the plaza 106,Sector 106 ,0.67,9571.0,1,1,1,9,East,Relatively New,542.0,1,1,0,0,0,Semi-Furnished,8,28.5036371,76.9925229
vatika the seven lamps,Sector 82 ,2.66,10969.0,4,4,3,8,North,Moderately Old,1600.0,0,1,1,0,0,Unknown,0,28.3922795,76.9565213
m3m heights,Sector 65 ,3.77,19513.0,3,3,2,18,East,New Property,1900.0,1,1,0,1,0,Semi-Furnished,4,28.406305703310405,77.0609748887886
bestech park view residency,Palam Vihar,2.0,12780.0,2,2,3,3,East,Moderately Old,1395.0,1,0,0,0,0,Semi-Furnished,2,28.4979215,77.0217764
hero homes,Sector 104 ,1.92,14128.0,3,2,2,16,North-West,New Property,1164.0,1,0,0,0,0,Semi-Furnished,0,28.48385221007392,76.9940218478038
shree vardhman victoria,Sector 70 ,2.35,12051.0,3,5,3+,12,East,Relatively New,1738.0,0,1,1,0,0,Semi-Furnished,11,28.394127777777776,77.01940833333333
unitech escape,Nirvana Country,2.65,17097.0,2,2,2,10,North,Old Property,1540.0,1,0,0,0,0,Semi-Furnished,4,28.4072826,77.0588818
ats marigold,Sector 89 A ,3.25,12264.0,3,4,3+,19,East,New Property,2150.0,0,1,0,0,0,Semi-Furnished,0,28.4374167,76.9465071
central park the room,Sector 48 ,2.65,19471.0,1,1,0,11,East,Relatively New,1213.0,1,0,0,0,0,Furnished,24,28.423174,77.0378442
tulip yellow,Sector 69 ,2.25,13204.0,3,3,3+,11,West,Relatively New,1466.0,0,0,0,1,0,Unknown,24,28.3941638,77.0369607
adani m2k oyster grande,Sector 102 ,2.3,13618.0,3,3,3,18,East,Relatively New,1442.0,0,0,1,0,0,Semi-Furnished,0,28.4818352,76.9720963
dlf the grove,DLF Phase 5,6.25,25510.0,4,4,3+,2,East,New Property,1912.0,0,1,1,0,0,Furnished,13,28.4442339,77.104007
dlf the ultima,Sector 81 ,3.72,17714.0,3,4,3+,18,North,Relatively New,1900.0,0,1,0,0,0,Furnished,24,28.3891398,76.9497227
spaze privy at4,Sector 84 ,2.2,9670.0,3,4,3+,7,West,Relatively New,2615.0,1,1,0,0,0,Unknown,4,28.408259489739223,76.96119096485855
godrej air,Sector 85 ,3.65,14044.0,4,4,3,23,North-East,New Property,2316.0,0,1,0,0,0,Semi-Furnished,6,28.407829241847907,76.95165496319532
signature global park,Sohna,1.1,9821.0,3,2,2,3,North-East,New Property,998.0,0,1,0,0,0,Unknown,0,28.290113,77.0640256
sas arcadia,Sector 83 ,1.95,15713.0,3,3,3,1,North-East,Relatively New,1106.0,0,1,0,0,0,Unknown,0,28.3918168,76.9706765
bestech altura,Sector 79 ,2.8,13023.0,3,4,3+,7,North-East,New Property,1916.0,0,1,0,0,0,Semi-Furnished,24,28.357019444444447,76.97402222222222
vatika gurgaon 21,Sector 83 ,1.84,10605.0,3,3,2,7,North,Moderately Old,1607.0,0,0,0,0,1,Semi-Furnished,6,28.3999391,76.9701173
m3m the marina,Sector 68 ,1.55,12450.0,2,2,3,16,North,Relatively New,1114.0,0,0,0,0,1,Semi-Furnished,10,28.376011294547,77.043588862517
godrej meridien,Sector 106 ,3.3,32448.0,3,4,3+,26,North-East,New Property,1017.0,0,1,0,0,0,Semi-Furnished,0,28.5064331,76.9890393
city cooperative society,Sector 56 ,2.5,12500.0,4,4,3,7,North,Old Property,1783.0,0,0,0,0,1,Semi-Furnished,4,28.4215789,77.1059153
sare homes,Sector 92 ,1.95,8760.0,4,4,3+,13,West,New Property,1912.0,0,1,0,0,0,Unknown,12,28.41130555555556,76.91162222222223
hero homes,Sector 104 ,1.72,15651.0,2,2,2,15,North,New Property,939.0,0,1,0,0,0,Unknown,0,28.4837535,76.9934382
smartworld one dxp,Sector 113  ,3.22,15980.0,3,4,3,20,West,Relatively New,1796.0,1,1,0,0,0,Unknown,0,28.5324813,77.01872919972222
the close south,Nirvana Country,4.35,17187.0,3,4,3+,7,East,Moderately Old,2530.0,0,1,0,0,0,Semi-Furnished,24,28.4116979,77.0693102
dlf the skycourt,Sector 86 ,2.3,11923.0,3,3,1,5,North,Relatively New,1719.0,0,1,0,0,0,Unknown,8,28.39705,76.93518611111112
orris aster court premier,Sector 85 ,2.55,9961.0,4,5,3+,3,West,Relatively New,2017.0,0,1,0,0,0,Semi-Furnished,0,28.40555380555556,76.95268247222222
smart world orchard,Sector 61 ,2.5,15366.0,3,3,2,2,North-East,Relatively New,1870.0,1,0,0,0,0,Semi-Furnished,18,28.40875995280556,77.09985338152778
tata primanti,Sector 72 ,7.1,21162.0,4,4,3,14,North,New Property,3000.0,0,1,0,0,0,Semi-Furnished,0,28.4024013,77.0361156
tata primanti,Sector 72 ,4.95,17040.0,4,4,3+,22,East,Relatively New,2905.0,0,0,1,0,0,Unknown,0,28.406191666666665,77.03588055555555
tulip orange,Sector 70 ,1.75,12178.0,3,3,3,9,East,Relatively New,1151.0,0,0,1,0,0,Semi-Furnished,12,28.3953832,77.0289095
ss the leaf,Sector 85 ,2.05,12268.0,2,2,2,21,North-East,Relatively New,1400.0,0,0,1,0,0,Semi-Furnished,22,28.40913537772684,76.95371589533596
tulip yellow,Sector 69 ,2.25,13204.0,3,3,3+,15,East,New Property,1466.0,0,0,1,0,0,Unknown,23,28.3933551,77.0364826
la vida by tata housing,Sector 113  ,3.3,14885.0,3,3,3,2,East,Relatively New,1896.0,0,1,0,0,0,Unknown,0,28.5345399,77.0200527
dlf regal gardens,Sector 90 ,2.05,11802.0,3,3,3,10,East,Moderately Old,1550.0,0,1,0,0,0,Semi-Furnished,6,28.4072404,76.9357413
hero homes,Sector 104 ,2.11,15191.0,3,2,2,15,East,New Property,1188.0,0,1,0,0,0,Semi-Furnished,0,28.48325277777777,76.99324166666666
